game,2013,9,20131103,201311030rai,phi,"Philadelphia Eagles",49,rai,"Oakland Raiders",20
player,201311030rai,phi,SquaDa00,pos,DE,,,,,
player,201311030rai,phi,SquaDa00,offense,0,,,,,
player,201311030rai,phi,SquaDa00,off_pct,0%,,,,,
player,201311030rai,phi,SquaDa00,defense,31,,,,,
player,201311030rai,phi,SquaDa00,def_pct,33%,,,,,
player,201311030rai,phi,SquaDa00,special_teams,1,,,,,
player,201311030rai,phi,SquaDa00,st_pct,3%,,,,,
player,201311030rai,phi,GrahBr99,pos,LB,,,,,
player,201311030rai,phi,GrahBr99,offense,0,,,,,
player,201311030rai,phi,GrahBr99,off_pct,0%,,,,,
player,201311030rai,phi,GrahBr99,defense,28,,,,,
player,201311030rai,phi,GrahBr99,def_pct,29%,,,,,
player,201311030rai,phi,GrahBr99,special_teams,26,,,,,
player,201311030rai,phi,GrahBr99,st_pct,67%,,,,,
player,201311030rai,phi,AchoEm00,pos,LB,,,,,
player,201311030rai,phi,AchoEm00,offense,0,,,,,
player,201311030rai,phi,AchoEm00,off_pct,0%,,,,,
player,201311030rai,phi,AchoEm00,defense,23,,,,,
player,201311030rai,phi,AchoEm00,def_pct,24%,,,,,
player,201311030rai,phi,AchoEm00,special_teams,12,,,,,
player,201311030rai,phi,AchoEm00,st_pct,31%,,,,,
player,201311030rai,phi,ColeKu99,pos,FS,,,,,
player,201311030rai,phi,ColeKu99,offense,0,,,,,
player,201311030rai,phi,ColeKu99,off_pct,0%,,,,,
player,201311030rai,phi,ColeKu99,defense,20,,,,,
player,201311030rai,phi,ColeKu99,def_pct,21%,,,,,
player,201311030rai,phi,ColeKu99,special_teams,27,,,,,
player,201311030rai,phi,ColeKu99,st_pct,69%,,,,,
player,201311030rai,phi,GoodNa00,pos,LB,,,,,
player,201311030rai,phi,GoodNa00,offense,0,,,,,
player,201311030rai,phi,GoodNa00,off_pct,0%,,,,,
player,201311030rai,phi,GoodNa00,defense,20,,,,,
player,201311030rai,phi,GoodNa00,def_pct,21%,,,,,
player,201311030rai,phi,GoodNa00,special_teams,26,,,,,
player,201311030rai,phi,GoodNa00,st_pct,67%,,,,,
player,201311030rai,phi,CarmRo00,pos,CB,,,,,
player,201311030rai,phi,CarmRo00,offense,0,,,,,
player,201311030rai,phi,CarmRo00,off_pct,0%,,,,,
player,201311030rai,phi,CarmRo00,defense,20,,,,,
player,201311030rai,phi,CarmRo00,def_pct,21%,,,,,
player,201311030rai,phi,CarmRo00,special_teams,20,,,,,
player,201311030rai,phi,CarmRo00,st_pct,51%,,,,,
player,201311030rai,phi,AndeCo01,pos,FS,,,,,
player,201311030rai,phi,AndeCo01,offense,0,,,,,
player,201311030rai,phi,AndeCo01,off_pct,0%,,,,,
player,201311030rai,phi,AndeCo01,defense,18,,,,,
player,201311030rai,phi,AndeCo01,def_pct,19%,,,,,
player,201311030rai,phi,AndeCo01,special_teams,31,,,,,
player,201311030rai,phi,AndeCo01,st_pct,79%,,,,,
player,201311030rai,phi,MattCa00,pos,LB,,,,,
player,201311030rai,phi,MattCa00,offense,0,,,,,
player,201311030rai,phi,MattCa00,off_pct,0%,,,,,
player,201311030rai,phi,MattCa00,defense,16,,,,,
player,201311030rai,phi,MattCa00,def_pct,17%,,,,,
player,201311030rai,phi,MattCa00,special_teams,24,,,,,
player,201311030rai,phi,MattCa00,st_pct,62%,,,,,
player,201311030rai,phi,HeneAl00,pos,K,,,,,
player,201311030rai,phi,HeneAl00,offense,0,,,,,
player,201311030rai,phi,HeneAl00,off_pct,0%,,,,,
player,201311030rai,phi,HeneAl00,defense,0,,,,,
player,201311030rai,phi,HeneAl00,def_pct,0%,,,,,
player,201311030rai,phi,HeneAl00,special_teams,15,,,,,
player,201311030rai,phi,HeneAl00,st_pct,38%,,,,,
player,201311030rai,phi,DoreJo20,pos,LS,,,,,
player,201311030rai,phi,DoreJo20,offense,0,,,,,
player,201311030rai,phi,DoreJo20,off_pct,0%,,,,,
player,201311030rai,phi,DoreJo20,defense,0,,,,,
player,201311030rai,phi,DoreJo20,def_pct,0%,,,,,
player,201311030rai,phi,DoreJo20,special_teams,14,,,,,
player,201311030rai,phi,DoreJo20,st_pct,36%,,,,,
player,201311030rai,phi,JoneDo21,pos,P,,,,,
player,201311030rai,phi,JoneDo21,offense,0,,,,,
player,201311030rai,phi,JoneDo21,off_pct,0%,,,,,
player,201311030rai,phi,JoneDo21,defense,0,,,,,
player,201311030rai,phi,JoneDo21,def_pct,0%,,,,,
player,201311030rai,phi,JoneDo21,special_teams,14,,,,,
player,201311030rai,phi,JoneDo21,st_pct,36%,,,,,
